Number,Frame #,isReplay,Camera Angle,Condensed Views,IsTrackView,isRace,,Connor,Eric,Brendon,JD,,,,,,,,
17200,frame_17200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17250,frame_17250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17300,frame_17300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17350,frame_17350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17400,frame_17400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17450,frame_17450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17500,frame_17500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17550,frame_17550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17600,frame_17600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17650,frame_17650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17700,frame_17700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17750,frame_17750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17800,frame_17800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17850,frame_17850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17900,frame_17900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
17950,frame_17950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18000,frame_18000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18050,frame_18050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18100,frame_18100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18150,frame_18150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18200,frame_18200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18250,frame_18250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18300,frame_18300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18350,frame_18350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18400,frame_18400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18450,frame_18450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18500,frame_18500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18550,frame_18550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18600,frame_18600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18650,frame_18650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18700,frame_18700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18750,frame_18750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18800,frame_18800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18850,frame_18850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18900,frame_18900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
18950,frame_18950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19000,frame_19000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19050,frame_19050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19100,frame_19100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19150,frame_19150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19200,frame_19200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19250,frame_19250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19300,frame_19300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19350,frame_19350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19400,frame_19400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19450,frame_19450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19500,frame_19500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19550,frame_19550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19600,frame_19600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19650,frame_19650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19700,frame_19700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19750,frame_19750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19800,frame_19800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19850,frame_19850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19900,frame_19900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
19950,frame_19950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20000,frame_20000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20050,frame_20050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20100,frame_20100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20150,frame_20150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20200,frame_20200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20250,frame_20250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20300,frame_20300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20350,frame_20350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20400,frame_20400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20450,frame_20450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20500,frame_20500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20550,frame_20550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20600,frame_20600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20650,frame_20650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20700,frame_20700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20750,frame_20750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20800,frame_20800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20850,frame_20850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20900,frame_20900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
20950,frame_20950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21000,frame_21000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21050,frame_21050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21100,frame_21100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21150,frame_21150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21200,frame_21200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21250,frame_21250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21300,frame_21300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21350,frame_21350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21400,frame_21400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21450,frame_21450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21500,frame_21500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21550,frame_21550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21600,frame_21600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21650,frame_21650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21700,frame_21700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21750,frame_21750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21800,frame_21800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21850,frame_21850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21900,frame_21900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
21950,frame_21950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22000,frame_22000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22050,frame_22050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22100,frame_22100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22150,frame_22150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22200,frame_22200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22250,frame_22250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22300,frame_22300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22350,frame_22350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22400,frame_22400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22450,frame_22450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22500,frame_22500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22550,frame_22550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22600,frame_22600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22650,frame_22650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22700,frame_22700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22750,frame_22750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22800,frame_22800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22850,frame_22850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22900,frame_22900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
22950,frame_22950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23000,frame_23000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23050,frame_23050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23100,frame_23100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23150,frame_23150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23200,frame_23200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23250,frame_23250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23300,frame_23300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23350,frame_23350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23400,frame_23400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23450,frame_23450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23500,frame_23500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23550,frame_23550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23600,frame_23600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23650,frame_23650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23700,frame_23700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23750,frame_23750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23800,frame_23800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23850,frame_23850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23900,frame_23900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
23950,frame_23950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24000,frame_24000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24050,frame_24050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24100,frame_24100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24150,frame_24150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24200,frame_24200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24250,frame_24250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24300,frame_24300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24350,frame_24350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24400,frame_24400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24450,frame_24450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24500,frame_24500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24550,frame_24550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24600,frame_24600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24650,frame_24650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24700,frame_24700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24750,frame_24750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24800,frame_24800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24850,frame_24850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24900,frame_24900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
24950,frame_24950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25000,frame_25000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25050,frame_25050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25100,frame_25100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25150,frame_25150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25200,frame_25200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25250,frame_25250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25300,frame_25300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25350,frame_25350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25400,frame_25400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25450,frame_25450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25500,frame_25500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25550,frame_25550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25600,frame_25600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25650,frame_25650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25700,frame_25700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25750,frame_25750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25800,frame_25800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25850,frame_25850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25900,frame_25900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
25950,frame_25950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26000,frame_26000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26050,frame_26050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26100,frame_26100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26150,frame_26150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26200,frame_26200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26250,frame_26250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26300,frame_26300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26350,frame_26350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26400,frame_26400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26450,frame_26450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26500,frame_26500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26550,frame_26550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26600,frame_26600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26650,frame_26650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26700,frame_26700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26750,frame_26750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26800,frame_26800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26850,frame_26850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26900,frame_26900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
26950,frame_26950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27000,frame_27000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27050,frame_27050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27100,frame_27100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27150,frame_27150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27200,frame_27200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27250,frame_27250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27300,frame_27300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27350,frame_27350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27400,frame_27400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27450,frame_27450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27500,frame_27500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27550,frame_27550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27600,frame_27600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27650,frame_27650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27700,frame_27700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27750,frame_27750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27800,frame_27800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27850,frame_27850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27900,frame_27900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
27950,frame_27950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28000,frame_28000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28050,frame_28050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28100,frame_28100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28150,frame_28150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28200,frame_28200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28250,frame_28250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28300,frame_28300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28350,frame_28350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28400,frame_28400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28450,frame_28450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28500,frame_28500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28550,frame_28550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28600,frame_28600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28650,frame_28650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28700,frame_28700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28750,frame_28750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28800,frame_28800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28850,frame_28850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28900,frame_28900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
28950,frame_28950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29000,frame_29000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29050,frame_29050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29100,frame_29100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29150,frame_29150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29200,frame_29200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29250,frame_29250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29300,frame_29300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29350,frame_29350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29400,frame_29400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29450,frame_29450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29500,frame_29500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29550,frame_29550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29600,frame_29600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29650,frame_29650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29700,frame_29700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29750,frame_29750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29800,frame_29800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29850,frame_29850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29900,frame_29900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
29950,frame_29950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30000,frame_30000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30050,frame_30050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30100,frame_30100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30150,frame_30150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30200,frame_30200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30250,frame_30250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30300,frame_30300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30350,frame_30350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30400,frame_30400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30450,frame_30450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30500,frame_30500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30550,frame_30550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30600,frame_30600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30650,frame_30650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30700,frame_30700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30750,frame_30750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30800,frame_30800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30850,frame_30850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30900,frame_30900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
30950,frame_30950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31000,frame_31000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31050,frame_31050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31100,frame_31100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31150,frame_31150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31200,frame_31200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31250,frame_31250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31300,frame_31300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31350,frame_31350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31400,frame_31400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31450,frame_31450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31500,frame_31500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31550,frame_31550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31600,frame_31600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31650,frame_31650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31700,frame_31700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31750,frame_31750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31800,frame_31800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31850,frame_31850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31900,frame_31900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
31950,frame_31950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32000,frame_32000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32050,frame_32050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32100,frame_32100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32150,frame_32150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32200,frame_32200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32250,frame_32250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32300,frame_32300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32350,frame_32350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32400,frame_32400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32450,frame_32450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32500,frame_32500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32550,frame_32550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32600,frame_32600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32650,frame_32650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32700,frame_32700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32750,frame_32750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32800,frame_32800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32850,frame_32850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32900,frame_32900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
32950,frame_32950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33000,frame_33000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33050,frame_33050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33100,frame_33100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33150,frame_33150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33200,frame_33200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33250,frame_33250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33300,frame_33300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33350,frame_33350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33400,frame_33400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33450,frame_33450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33500,frame_33500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33550,frame_33550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33600,frame_33600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33650,frame_33650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33700,frame_33700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33750,frame_33750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33800,frame_33800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33850,frame_33850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33900,frame_33900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
33950,frame_33950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34000,frame_34000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34050,frame_34050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34100,frame_34100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34150,frame_34150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34200,frame_34200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34250,frame_34250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34300,frame_34300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34350,frame_34350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34400,frame_34400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34450,frame_34450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34500,frame_34500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34550,frame_34550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34600,frame_34600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34650,frame_34650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34700,frame_34700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34750,frame_34750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34800,frame_34800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34850,frame_34850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34900,frame_34900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
34950,frame_34950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
35000,frame_35000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
